structId,sortId,name,description,area,category,skill,tier,tierName,completionPercent,skills,wikiNotes
,875,Complete Tzhaar-Ket-Rak's third challenge,Complete Tzhaar-Ket-Rak's third challenge. This task earns one Demonic Pact.,,,,3,Hard,NaN,,Fire cape
,876,Find a Gout Tuber,Find a Gout Tuber in Tai Bwo Wannai.,,,,3,Hard,1.2,WOODCUTTING 35,35 Woodcutting
,877,Check a grown Calquat Tree,Check the health of a Calquat Tree you've grown on Karamja.,,,,3,Hard,NaN,FARMING 72,72 Farming
,878,Cook 100 Karambwans,Cook 100 Karambwan.,,,,3,Hard,0.1,FISHING 30,30 Fishing Completion of   Tai Bwo Wannai Trio
,879,Cook 20 Karambwans in a row,Cook 20 Karambwans in a row without burning them.,,,,3,Hard,0.1,COOKING 30,30 Cooking Completion of   Tai Bwo Wannai Trio
,880,Complete the Hard Falador Diary,Complete all of the Hard tasks in the   Falador Achievement Diary.,,,,3,Hard,NaN,,See   Falador Diary#Hard
,881,Royal Titans Combat Achievements,Complete all of the Combat Achievements for the Royal Titans.,,,,3,Hard,NaN,,
,882,Mole Combat Achievements,Complete all the Giant Mole Combat Achievements.,,,,3,Hard,NaN,,
,883,Activate Deadeye,Activate the Deadeye prayer.,,,,3,Hard,NaN,PRAYER 62,62 Prayer Deadeye prayer scroll
,884,Activate Mystic Vigour,Activate the Mystic Vigour prayer.,,,,3,Hard,NaN,PRAYER 63,63 Prayer Mystic vigour prayer scroll
,885,Defeat Any God Wars Dungeon Boss 100 Times,Defeat any one of the God Wars Dungeon bosses 100 times.,,,,3,Hard,NaN,HITPOINTS 70; AGILITY 70; RANGED 70; STRENGTH 70,"70 Hitpoints,  70 Agility,  70 Ranged, or  70 Strength"
,886,Defeat Any God Wars Dungeon Boss 250 Times,Defeat any one of the God Wars Dungeon bosses 250 times.,,,,3,Hard,NaN,HITPOINTS 70; AGILITY 70; RANGED 70; STRENGTH 70,"70 Hitpoints,  70 Agility,  70 Ranged, or  70 Strength"
,887,Defeat Cerberus,Defeat Cerberus in the Taverley Dungeon.,,,,3,Hard,NaN,SLAYER 91,91 Slayer
,888,Defeat Cerberus 150 times,Defeat Cerberus 150 times.,,,,3,Hard,NaN,SLAYER 91,91 Slayer
,889,Defeat Cerberus 50 times,Defeat Cerberus 50 times.,,,,3,Hard,NaN,SLAYER 91,91 Slayer
,890,Defeat Commander Zilyana,Defeat Commander Zilyana in the God Wars Dungeon.,,,,3,Hard,NaN,AGILITY 70,70 Agility
,891,Defeat General Graardor,Defeat General Graardor in the God Wars Dungeon.,,,,3,Hard,NaN,STRENGTH 70,70 Strength
,892,Defeat Kree'arra,Defeat Kree'arra in the God Wars Dungeon.,,,,3,Hard,NaN,RANGED 70,70 Ranged
,893,Defeat K'ril Tsutsaroth,Defeat K'ril Tsutsaroth in the God Wars Dungeon.,,,,3,Hard,NaN,HITPOINTS 70,70 Hitpoints
,894,Defeat Nex,Defeat Nex in the God Wars Dungeon.,,,,3,Hard,NaN,,Completion of   The Frozen Door
,895,Defeat Nex 50 Times,Defeat Nex in the God Wars Dungeon 50 times.,,,,3,Hard,NaN,,Completion of   The Frozen Door
,896,Defeat Whisperer,Defeat Whisperer.,,,,3,Hard,NaN,,
,897,Defeat Whisperer 150 times,Defeat Whisperer 150 times.,,,,3,Hard,NaN,,
,898,Defeat Whisperer 50 times,Defeat Whisperer 50 times.,,,,3,Hard,NaN,,
,899,Defeat Nex 100 Times,Defeat Nex in the God Wars Dungeon 100 times.,,,,3,Hard,NaN,,Completion of   The Frozen Door
,900,Defeat the Royal Titans solo,Defeat the Royal Titans without any other player joining. This task earns one Demonic Pact.,,,,3,Hard,2.1,,
,901,Equip a set of recoloured Graceful,Equip a full set of recoloured Graceful.,,,,3,Hard,NaN,,"Varies, see Graceful outfit § Recolouring."
,902,Equip a Twinflame staff,Equip a Twinflame staff.,,,,3,Hard,NaN,MAGIC 60,60 Magic
,903,Equip a Full Prospector Outfit,Equip a full set of Prospector gear.,,,,3,Hard,NaN,MINING 30,30 Mining
,904,Equip a Full Rogue Outfit,Equip a full set of Rogue gear.,,,,3,Hard,2.1,THIEVING 50; AGILITY 50,"50 Thieving,  50 Agility"
,905,Equip a Dragon Defender,Equip a dragon defender. This task earns one Demonic Pact.,,,,3,Hard,4.2,DEFENCE 60,60 Defence Access to the   Warriors' Guild
,906,Equip a Full Void Knight Set,Equip a full set of Void Knight equipment.,,,,3,Hard,NaN,ATTACK 42; STRENGTH 42; DEFENCE 42; HITPOINTS 42; MAGIC 42; RANGED 42; PRAYER 22,"42 Attack,  42 Strength,  42 Defence,  42 Hitpoints,  42 Magic,  42 Ranged,  22 Prayer"
,907,Equip a Saradomin Sword,Equip a Saradomin Sword.,,,,3,Hard,NaN,ATTACK 70; AGILITY 70,"70 Attack,  70 Agility"
,908,Equip a Zamorakian Spear,Equip a Zamorakian Spear.,,,,3,Hard,NaN,ATTACK 70; HITPOINTS 70,"70 Attack,  70 Hitpoints"
,909,Equip a Pair of Dragon Boots in Asgarnia,Equip a pair of dragon boots while inside Asgarnia.,,,,3,Hard,NaN,DEFENCE 60; SLAYER 83,"60 Defence,  83 Slayer"
,910,Equip some Holy Moleys,Equip some Holy moleys.,,,,3,Hard,NaN,PRAYER 31,31 Prayer
,911,Purchase a Celestial ring,Purchase a Celestial ring from Dusuri's Star Shop.,,,,3,Hard,10.4,MINING 10,10 Mining
,912,Craft 50 Law Runes,Craft 50 Law Runes from Essence at the Law Altar.,,,,3,Hard,NaN,RUNECRAFT 54,54 Runecraft
,913,Complete the Hard Desert Diary,Complete all of the Hard tasks in the   Desert Achievement Diary.,,,,3,Hard,NaN,,See   Desert Diary#Hard
,914,Kalphite Queen Combat Achievements,Complete all of the Combat Achievements for the Kalphite Queen.,,,,3,Hard,NaN,,
,915,Cast Ice Blitz,Cast the Ice Blitz spell.,,,,3,Hard,17.1,MAGIC 82,82 Magic
,916,Complete Tombs of Amascut,Complete   Tombs of Amascut on normal or Expert.,,,,3,Hard,NaN,,Completion of   Beneath Cursed Sands
,917,Complete Tombs of Amascut 25 times,Complete   Tombs of Amascut on normal or Expert 25 times.,,,,3,Hard,NaN,,Completion of   Beneath Cursed Sands
,918,Defeat a Dust Devil in the Kharidian Desert,Defeat a dust devil in the desert Smoke Dungeon.,,,,3,Hard,NaN,SLAYER 65,"65 Slayer Light source, and recommended gas mask, facemask, or Slayer helmet"
,919,Defeat Leviathan,Defeat Leviathan.,,,,3,Hard,NaN,,
,920,Defeat Leviathan 150 times,Defeat Leviathan 150 times.,,,,3,Hard,NaN,,
,921,Defeat Leviathan 50 times,Defeat Leviathan 50 times.,,,,3,Hard,NaN,,
,922,Defeat the Kalphite Queen,Defeat the Kalphite Queen in the Kalphite Lair.,,,,3,Hard,2.9,,
,923,Defeat the Kalphite Queen 150 Times,Defeat the Kalphite Queen in the Kalphite Lair 150 times.,,,,3,Hard,NaN,,
,924,Defeat the Kalphite Queen 50 Times,Defeat the Kalphite Queen in the Kalphite Lair 50 times.,,,,3,Hard,NaN,,
,925,Defeat Tempoross 25 times,Help the Spirit Anglers defeat Tempoross 25 times.,,,,3,Hard,NaN,FISHING 35,35 Fishing
,926,Equip the Abyssal Lantern,Equip the Abyssal Lantern.,,,,3,Hard,NaN,RUNECRAFT 27,27 Runecraft
,927,Equip a Dragon 2-Handed Sword,Equip a dragon 2h sword in the Kharidian Desert.,,,,3,Hard,NaN,ATTACK 60,60 Attack
,928,Equip a full set of the Smith's outfit,"Equip a full set of the Smith's outfit, purchased from the Giant's Foundry minigame.",,,,3,Hard,NaN,SMITHING 15,15 Smithing Completion of   Sleeping Giants
,929,Equip the Lightbearer,Equip the Lightbearer.,,,,3,Hard,NaN,,Completion of   Beneath Cursed Sands
,930,Equip a Dragon Pickaxe in the Desert,Equip a dragon pickaxe in the Kharidian Desert.,,,,3,Hard,NaN,ATTACK 60,60 Attack
,931,Obtain the Fish Barrel,Obtain the Fish Barrel from Tempoross.,,,,3,Hard,17.1,FISHING 35,35 Fishing
,932,Giants' Foundry 150 quality sword,Hand in a sword with at least 150 quality in Giants' Foundry.,,,,3,Hard,NaN,,Completion of   Sleeping Giants
,933,Giants' Foundry 25 handins,Hand in 25 successful swords to Kovac.,,,,3,Hard,NaN,,Completion of   Sleeping Giants
,934,Giants' Foundry 50 handins,Hand in 50 successful swords to Kovac.,,,,3,Hard,NaN,,Completion of   Sleeping Giants
,935,Pick a Summer Sq'irk,Pick a Summer Sq'irk in the Sorceress's Garden.,,,,3,Hard,8.6,THIEVING 65,65 Thieving
,936,Room 7 of Pyramid Plunder,Search the Golden Chest in Room 7 of Pyramid Plunder in Sophanem.,,,,3,Hard,2.9,THIEVING 81,81 Thieving
,937,Room 8 of Pyramid Plunder,Search the Golden Chest in Room 8 of Pyramid Plunder in Sophanem.,,,,3,Hard,NaN,THIEVING 91,91 Thieving
,938,Room 8 of Pyramid Plunder 25 Times,Search the Golden Chest in Room 8 of Pyramid Plunder in Sophanem 25 times.,,,,3,Hard,NaN,THIEVING 91,91 Thieving
,939,Turn in 25 Autumn Sq'irkjuices to Osman,Turn in 25 Autumn Sq'irkjuices to Osman in Al Kharid in one go.,,,,3,Hard,NaN,THIEVING 45,45 Thieving
,940,Giants' Foundry 125 quality sword,Hand in a sword with at least 125 quality in Giants' Foundry.,,,,3,Hard,NaN,,Completion of   Sleeping Giants
,941,Complete Beneath Cursed Sands,Complete   Beneath Cursed Sands quest.,,,,3,Hard,NaN,AGILITY 62; CRAFTING 55; FIREMAKING 55,"62 Agility,  55 Crafting,  55 Firemaking Completion of   Contact!"
,942,Guardians of the Rift 25 Rifts closed,Close the Rift in the Temple of the Eye 25 times.,,,,3,Hard,NaN,RUNECRAFT 27,27 Runecraft
,943,Have Drew create 500 buckets,Create 500 buckets of sand at Drew's sandstorm machine.,,,,3,Hard,5.7,MINING 35,35 Mining
,944,Make 20 Magic Potions,Make 20 Magic Potions.,,,,3,Hard,NaN,HERBLORE 76,76 Herblore
,945,Make 50 Menaphite Remedies,Make 50 Menaphite Remedies.,,,,3,Hard,NaN,HERBLORE 88,88 Herblore Completion of   Beneath Cursed Sands
,946,Pickpocket a Menaphite Thug 50 Times,Knock out and then pickpocket a Menaphite Thug 50 times.,,,,3,Hard,NaN,THIEVING 65,65 Thieving
,947,"Smith 1,000 Adamant Dart Tips","Use an Anvil to smith 1,000 Adamant Dart Tips.",,,,3,Hard,NaN,SMITHING 74,74 Smithing
,948,Cast Paddewwa Teleport,Cast the Paddewwa Teleport spell.,,,,3,Hard,NaN,MAGIC 54,54 Magic
,949,Check a grown Cactus,Check the health of a cactus you've grown in Al Kharid.,,,,3,Hard,NaN,FARMING 55,55 Farming
,950,Create the Colossal Rune Pouch,Create the Colossal Rune Pouch from Guardians of the Rift.,,,,3,Hard,NaN,RUNECRAFT 27; CRAFTING 56,"27 Runecraft,  56 Crafting"
,951,Complete the Hard Fremennik Diary,Complete all of the Hard tasks in the   Fremennik Achievement Diary.,,,,3,Hard,NaN,,See   Fremennik Diary#Hard
,952,Obtain a Frozen Cache from a Cache,Obtain a Frozen Cache from another Frozen Cache.,,,,3,Hard,NaN,,
,953,Defeat a Rock Lobster,Defeat a Rock Lobster.,,,,3,Hard,NaN,,
,954,Defeat a Basilisk Knight,Defeat a Basilisk Knight in the Jormungand's Prison. This task earns one Demonic Pact.,,,,3,Hard,NaN,SLAYER 60,60 Slayer Completion of   The Fremennik Exiles
,955,Defeat Duke Sucellus,Defeat Duke Sucellus.,,,,3,Hard,NaN,,
,956,Defeat Duke Sucellus 150 times,Defeat Duke Sucellus 150 times.,,,,3,Hard,NaN,,
,957,Defeat Duke Sucellus 50 times,Defeat Duke Sucellus 50 times.,,,,3,Hard,NaN,,
,958,Defeat Each Dagannoth King 150 Times,Defeat all three of the Dagannoth Kings in the Waterbirth Island Dungeon 150 times.,,,,3,Hard,NaN,,
,959,Defeat Each Dagannoth King 50 Times,Defeat all three of the Dagannoth Kings in the Waterbirth Island Dungeon 50 times.,,,,3,Hard,NaN,,
,960,Defeat Phantom Muspah,Defeat Phantom Muspah. This task earns one Demonic Pact.,,,,3,Hard,NaN,,
,961,Defeat Phantom Muspah 150 times,Defeat Phantom Muspah 150 times.,,,,3,Hard,NaN,,
,962,Defeat Phantom Muspah 50 times,Defeat Phantom Muspah 50 times.,,,,3,Hard,NaN,,
,963,Defeat the Dagannoth Kings Without Leaving,Defeat all three of the Dagannoth Kings in the Waterbirth Island Dungeon without leaving their area.,,,,3,Hard,NaN,,
,964,Defeat Vorkath,Defeat Vorkath on Ungael.,,,,3,Hard,NaN,,
,965,Defeat Vorkath 150 Times,Defeat Vorkath on Ungael 150 times.,,,,3,Hard,NaN,,
,966,Defeat Vorkath 50 Times,Defeat Vorkath on Ungael 50 times.,,,,3,Hard,NaN,,
,967,Defeat a Rock Crab in one hit,Defeat a Rock Crab in one hit (50 damage).,,,,3,Hard,NaN,,
,968,Equip a Berserker Ring,Equip a Berserker Ring.,,,,3,Hard,NaN,,
,969,Equip a Brine Sabre,Equip a Brine Sabre.,,,,3,Hard,NaN,ATTACK 40; SLAYER 47,"40 Attack,  47 Slayer"
,970,Equip a Full Rockshell Armour Set,Equip a full set of Rockshell armour.,,,,3,Hard,NaN,DEFENCE 40,40 Defence
,971,Equip a Full Skeletal Armour Set,Equip a full set of Skeletal armour.,,,,3,Hard,NaN,DEFENCE 40; MAGIC 40,"40 Defence,  40 Magic"
,972,Equip a Full Spined Armour Set,Equip a full set of Spined armour.,,,,3,Hard,NaN,DEFENCE 40; RANGED 40,"40 Defence,  40 Ranged"
,973,Equip a Leaf-Bladed Battleaxe,Equip a Leaf-Bladed Battleaxe in The Fremennik Provinces.,,,,3,Hard,NaN,ATTACK 65; SLAYER 70,"65 Attack,  70 Slayer"
,974,Equip a Mud Battlestaff,Equip a Mud Battlestaff.,,,,3,Hard,NaN,MAGIC 30; ATTACK 30,"30 Magic,  30 Attack"
,975,Equip a Seercull,Equip a Seercull.,,,,3,Hard,NaN,RANGED 50,50 Ranged
,976,Equip a Seer's Ring,Equip a Seer's Ring.,,,,3,Hard,NaN,,
,977,Equip a Warrior Ring,Equip a Warrior Ring.,,,,3,Hard,NaN,,
,978,Equip an Archer's Ring,Equip an Archer's Ring.,,,,3,Hard,NaN,,
,979,Equip an Ava's Assembler,Equip an Ava's Assembler.,,,,3,Hard,NaN,RANGED 70,70 Ranged
,980,Equip the Ancient Sceptre,Equip the Ancient Sceptre.,,,,3,Hard,NaN,MAGIC 70; ATTACK 50; STRENGTH 60,"70 Magic,  50 Attack,  60 Strength"
,981,Trade with Bardur,"Trade with Bardur, in Waterbirth island dungeon.",,,,3,Hard,NaN,,
,982,Collect Miscellania Resources at Full Approval,Collect some resources on Miscellania with an approval rating of 100%.,,,,3,Hard,NaN,,Completion of   Throne of Miscellania
,983,Harvest a Snapdragon in Weiss,Harvest a Snapdragon you've grown in Weiss.,,,,3,Hard,NaN,FARMING 62,62 Farming
,984,Trap a Sabre-toothed Kyatt,Trap a Sabre-toothed Kyatt.,,,,3,Hard,50,HUNTER 55,55 Hunter
,985,Use Your Portal Nexus to Teleport to Weiss,Use a Portal Nexus in your Player Owned House to teleport to Weiss.,,,,3,Hard,NaN,MINING 72; CONSTRUCTION 72,"72 Mining,  72 Construction"
,986,Blast Furnace 100 Mithril Bars,Smelt 100 mithril bars at the Blast Furnace.,,,,3,Hard,NaN,SMITHING 50,50 Smithing
,987,Cast Fertile Soil,Cast the Fertile Soil spell.,,,,3,Hard,NaN,MAGIC 83,83 Magic
,988,Cast Moonclan Teleport,Cast the Moonclan Teleport spell.,,,,3,Hard,NaN,MAGIC 69,69 Magic
,989,Cast Spellbook Swap,Cast the Spellbook Swap spell.,,,,3,Hard,NaN,MAGIC 96,96 Magic
,990,Complete 25 laps of the Rellekka Agility Course,Complete 25 laps of the Rellekka Agility Course.,,,,3,Hard,NaN,AGILITY 80,80
,991,Complete the Rellekka Agility Course,Complete a lap of the Rellekka Rooftop Agility Course.,,,,3,Hard,NaN,AGILITY 80,80 Agility
,992,Create a Catherby Teleport Tablet,Create a Catherby Teleport Tablet.,,,,3,Hard,NaN,MAGIC 87,87 Magic
,993,Blast Furnace 100 Adamantite Bars,Smelt 100 adamantite bars at the Blast Furnace.,,,,3,Hard,NaN,SMITHING 70,70 Smithing
,994,Sacrifice a Dagannoth bone on a Gilded altar,Sacrifice a Dagannoth bone on a Gilded altar in a player owned house with both burners lit.,,,,3,Hard,NaN,CONSTRUCTION 75,75 Construction
,995,Complete the Hard Ardougne Diary,Complete all of the Hard tasks in the   Ardougne Achievement Diary.,,,,3,Hard,NaN,,See   Ardougne Diary#Hard
,996,Complete the Hard Kandarin Diary,Complete all of the Hard tasks in the   Kandarin Achievement Diary.,,,,3,Hard,NaN,,See   Kandarin Diary#Hard
,997,Thermonuclear Smoke Devil Combat Achievements,Complete all of the Combat Achievements for the Thermonuclear smoke devil.,,,,3,Hard,NaN,,
,998,Kraken Combat Achievements,Complete all the Kraken Combat Achievements.,,,,3,Hard,NaN,,
,999,Use the Chivalry Prayer,Use the Chivalry Prayer.,,,,3,Hard,NaN,PRAYER 60; DEFENCE 65,"60 Prayer,  65 Defence Completion of   Knight Waves or the Arcane relic"
,1000,Deal 66 damage with an elemental spell,"In a single hit, deal at least 66 damage to a creature using elemental spells (air, water, earth, or fire).",,,,3,Hard,0.1,,
,1001,Cast a water surge spell at a Black dragon in Kandarin,Cast a water surge spell at a black dragon in Kandarin.,,,,3,Hard,11.9,MAGIC 85,85 Magic
,1002,Defeat a Jubster while dressed like it,Defeat a Jubster underneath the Tower of Life while wearing a beret.,,,,3,Hard,NaN,,Completion of   Tower of Life
,1003,Defeat 150 Demonic Gorillas,Defeat 150 Demonic Gorillas in the Crash Site Cavern.,,,,3,Hard,NaN,,
,1004,Defeat a Cave Kraken,Defeat a Cave Kraken in Kraken Cove.,,,,3,Hard,NaN,SLAYER 87,87 Slayer
,1005,Defeat a Demonic Gorilla,Defeat a demonic gorilla in the Crash Site Cavern. This task earns one Demonic Pact.,,,,3,Hard,2.4,,
,1006,Defeat a Mithril Dragon,Defeat a mithril dragon in the Ancient Cavern. This task earns one Demonic Pact.,,,,3,Hard,5.1,,
,1007,Defeat a Smoke Devil,Defeat a Smoke Devil in the Smoke Devil Dungeon.,,,,3,Hard,NaN,SLAYER 93,93 Slayer
,1008,Defeat the Kraken Boss 150 Times,Defeat the Kraken boss in Kraken Cove 150 times.,,,,3,Hard,NaN,SLAYER 87,87 Slayer
,1009,Defeat the Kraken Boss 50 Times,Defeat the Kraken boss in Kraken Cove 50 times. This task earns one Demonic Pact.,,,,3,Hard,NaN,SLAYER 87,87 Slayer
,1010,Defeat the Penance Queen,Defeat the Penance Queen in Barbarian Assault.,,,,3,Hard,NaN,,
,1011,Defeat the Thermonuclear Smoke Devil,Defeat the Thermonuclear Smoke Devil in the Smoke Devil Dungeon.,,,,3,Hard,NaN,SLAYER 93,93 Slayer
,1012,Equip a Full Angler's Outfit,Equip a full set of Angler gear.,,,,3,Hard,NaN,FISHING 34,34 Fishing
,1013,Equip a Karamja Monkey Backpack,Equip a Karamja Monkey Backpack.,,,,3,Hard,NaN,AGILITY 48,48 Agility
,1014,Equip a Trident of the Seas,Equip a Trident of the Seas. This task earns one Demonic Pact.,,,,3,Hard,NaN,MAGIC 75; SLAYER 87,"75 Magic,  87 Slayer"
,1015,Equip a Warped Sceptre,Equip a Warped Sceptre.,,,,3,Hard,NaN,MAGIC 62; SLAYER 56,"62 Magic,  56 Slayer Completion of   The Path of Glouphrie"
,1016,Equip an Ogre Expert Chompy Hat,Equip an Ogre Expert Chompy Hat.,,,,3,Hard,NaN,FLETCHING 5; COOKING 30; RANGED 30; CRAFTING 5,"5 Fletching,  30 Cooking,  30 Ranged,  5 Crafting Completion of   Big Chompy Bird Hunting"
,1017,Get 750 Target points,Achieve 750 points in the Target minigame in the Ranging Guild.,,,,3,Hard,0.1,RANGED 40,40 Ranged
,1018,Feed Longramble,Deliver some Tangled Toads Legs to Longramble.,,,,3,Hard,NaN,COOKING 40,40 Cooking
,1019,Bury an Ourg bone,Bury an ourg bone.,,,,3,Hard,0.2,,"Either partial completion of   Zogre Flesh Eaters, or  Morytania✓"
,1020,Complete Elemental Workshop II,Complete the   Elemental Workshop II quest.,,,,3,Hard,NaN,MAGIC 20; SMITHING 30,"20 Magic,  30 Smithing"
,1021,Complete Path of Glouphrie,Complete the   Path of Glouphrie quest.,,,,3,Hard,NaN,STRENGTH 60; SLAYER 56; THIEVING 56; RANGED 47; AGILITY 45,"60 Strength,  56 Slayer,  56 Thieving,  47 Ranged,  45 Agility Completion of   The Eyes of Glouphrie"
,1022,Pickpocket a King Worm,Pickpocket a gnome for a King Worm.,,,,3,Hard,7.7,THIEVING 75,75 Thieving
,1023,Trade in 1000 Minnows,Trade in 1000 Minnows in the Fishing guild.,,,,3,Hard,NaN,FISHING 75,75 Fishing Angler's outfit
,1024,Check a grown Papaya Tree in the Gnome Stronghold,Check the health of a Papaya Tree you've grown in the Tree Gnome Stronghold.,,,,3,Hard,NaN,FARMING 57,57 Farming
,1025,Complete the Seers' Village Agility Course,Complete a lap of the Seers' Village Rooftop Agility Course.,,,,3,Hard,26.8,AGILITY 60,60 Agility
,1026,Fletch 100 Maple Longbow (u) in Kandarin,Fletch 100 Maple Longbow (u) in Kandarin.,,,,3,Hard,5.2,FLETCHING 55,55 Fletching
,1027,Pickpocket an Elite clue from a hero,Pickpocket an elite clue scroll from a hero.,,,,3,Hard,2.9,THIEVING 80,80 Thieving
,1028,Kourend and Kebos Hard Diary Tasks,Complete all of the Kourend & Kebos Diary hard tasks.,,,,3,Hard,NaN,,See   Kourend & Kebos Diary#Hard
,1029,Activate an Arcane or Dexterous Prayer Scroll,Activate an Arcane or Dexterous Prayer scroll.,,,,3,Hard,NaN,,
,1030,Blow the Soulflame Horn,Use the special attack of the soulflame horn.,,,,3,Hard,NaN,MAGIC 80,80 Magic
,1031,Read the Rite of Vile Transference,Read the rite of vile transference to improve the Death Charge spell.,,,,3,Hard,NaN,,
,1032,Create the Silklined herb sack,Create the silklined herb sack.,,,,3,Hard,NaN,HERBLORE 58,58 Herblore
,1033,Defeat the Alchemical Hydra 1 Time,Defeat the Alchemical Hydra in Mount Karuulm 300 times.,,,,3,Hard,NaN,SLAYER 95,95 Slayer Hydra Slayer task
,1034,Defeat the Mimic 1 Time,Defeat the Mimic as part of a Treasure Trail.,,,,3,Hard,NaN,,
,1035,Defeat Skotizo 1 Time,Defeat Skotizo beneath the Catacombs of Kourend. This task earns one Demonic Pact.,,,,3,Hard,NaN,,
,1036,Defeat the Alchemical Hydra 150 Times,Defeat the Alchemical hydra in Mount Karuulm 150 times.,,,,3,Hard,NaN,SLAYER 95,95 Slayer Hydra Slayer task
,1037,Defeat Sarachnis 150 Times,Defeat Sarachnis in the Forthos Dungeon 150 times.,,,,3,Hard,NaN,,
,1038,Defeat 300 Lizardmen Shaman,Help the Shayzien House by dealing with 300 Lizardmen shamans.,,,,3,Hard,NaN,,
,1039,Defeat Sarachnis 300 Times,Defeat Sarachnis in the Forthos Dungeon 300 times.,,,,3,Hard,NaN,,
,1040,Defeat the Mimic 5 Times,Defeat the Mimic as part of a Treasure Trail 5 times.,,,,3,Hard,NaN,,
,1041,Defeat the Alchemical Hydra 50 Times,Defeat the Alchemical hydra in Mount Karuulm 50 times.,,,,3,Hard,NaN,SLAYER 95,95 Slayer Hydra Slayer task
,1042,Defeat a Hydra,Defeat a regular hydra in the Karuulm Slayer Dungeon.,,,,3,Hard,NaN,SLAYER 95,"95 Slayer Protection from extreme heat, or elite Kourend & Kebos Diary"
,1043,Defeat the Wintertodt 50 times,Help the pyromancers defeat the Wintertodt 50 times.,,,,3,Hard,NaN,FIREMAKING 50,50 Firemaking
,1044,Defeat Yama 1 time,Defeat Yama 1 time.,,,,3,Hard,NaN,,
,1045,Defeat Yama 50 times,Defeat Yama 50 times.,,,,3,Hard,NaN,,
,1046,Equip Boots of Brimstone,Equip a pair of Boots of brimstone.,,,,3,Hard,NaN,SLAYER 84; DEFENCE 70; MAGIC 70; RANGED 70,"84 Slayer,  70 Defence,  70 Magic,  70 Ranged"
,1047,Equip the Farmer's Outfit,Equip a full set of the Farmer's outfit.,,,,3,Hard,2.2,FARMING 34,34 Farming or Nature's Accord
,1048,Equip the Pyromancer's Garb,"Equip a full set of Pyromancer's garb, rewarded from the Wintertodt.",,,,3,Hard,NaN,FIREMAKING 50,50 Firemaking
,1049,Equip Tier 5 Shayzien Armour,Equip a full set of tier 5 Shayzien armour.,,,,3,Hard,0.7,DEFENCE 20,20 Defence
,1050,1 Chambers of Xeric,Complete the Chambers of Xeric.,,,,3,Hard,NaN,,
,1051,25 Chambers of Xeric,Complete the Chambers of Xeric normal or challenge mode 25 times. This task earns one Demonic Pact.,,,,3,Hard,NaN,,
,1052,50 Chambers of Xeric,Complete the Chambers of Xeric normal or challenge mode 50 times.,,,,3,Hard,NaN,,
,1053,Turn in 50 Library Books,Find and turn in 50 books in the Arceuus Library.,,,,3,Hard,5.2,,
,1054,Harvest 25 Zamorak's Grapes,Harvest 25 Zamorak's Grapes.,,,,3,Hard,NaN,FARMING 36; PRAYER 50; COOKING 65,"36 Farming,  50 Prayer,  65 Cooking"
,1055,Obtain Runite Ore at the Blast Mine,Obtain a piece of Runite ore while taking part in the Blast Mine.,,,,3,Hard,NaN,MINING 75,75 Mining
,1056,Plant 100 Bologano Seeds,Plant 100 Bologano seeds in the Tithe Farm minigame.,,,,3,Hard,3.7,FARMING 54,54 Farming
,1057,Plant 100 Logavano Seeds,Plant 100 Logavano seeds in the Tithe Farm minigame.,,,,3,Hard,1.1,FARMING 74,74 Farming
,1058,Burn 200 Redwood Logs,Burn 200 Redwood Logs.,,,,3,Hard,NaN,FIREMAKING 90; WOODCUTTING 90,"90 Firemaking,  90 Woodcutting"
,1059,Complete 50 Farming Contracts,Complete 50 Farming Contracts for Guildmaster Jane in the Farming Guild.,,,,3,Hard,NaN,FARMING 45,45 Farming
,1060,Complete the Shayzien Advanced Agility Course,Complete a lap of the Shayzien Advanced Agility Course.,,,,3,Hard,7,ATTACK 45,45 Attack Any crossbow and a mith grapple
,1061,Craft 100 Blood runes,Craft 100 Blood runes at the Kourend Blood Altar.,,,,3,Hard,NaN,RUNECRAFT 77; MINING 38; CRAFTING 38,"77 Runecraft,  38 Mining,  38 Crafting"
,1062,Create 10 Dynamite,Create 10 Dynamite.,,,,3,Hard,NaN,MINING 42; WOODCUTTING 42,"42 Mining,  42 Woodcutting"
,1063,Enter the Farming Guild's High Tier,Enter the high tier of the Farming Guild in the Kebos Lowlands.,,,,3,Hard,0.4,FARMING 85,85 Farming
,1064,Chop a Magic Log at the Forsaken Tower,Chop a log from the magic trees around the Forsaken Tower.,,,,3,Hard,0.4,WOODCUTTING 75,75 Woodcutting
,1065,Complete the Hard Morytania Diary,Complete all of the Hard tasks in the   Morytania Achievement Diary.,,,,3,Hard,NaN,,See   Morytania Diary#Hard
,1066,Create an Amulet of Blood Fury,Create an amulet of blood fury. This task earns one Demonic Pact.,,,,3,Hard,NaN,CRAFTING 90; MAGIC 87,"90 Crafting,  87 Magic Completion of   Sins of the Father"
,1067,Assemble a Slayer Helm,Assemble a Slayer helmet. This task earns one Demonic Pact.,,,,3,Hard,NaN,SLAYER 58; CRAFTING 55,"58 Slayer,  55 Crafting Unlocked Malevolent Masquerade for 400 Slayer reward points"
,1068,Defeat Araxxor 1 Time,Defeat the Araxxor in the Morytania Spider cave. This task earns one Demonic Pact.,,,,3,Hard,NaN,SLAYER 92,92 Slayer
